date,month,year,country,customer_name,group_1,group_2,packaging,rm_size,soup,order_unit,order_cups,cups_per_unit,production
12,02,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
12,02,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
19,02,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
30,01,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
30,01,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
06,02,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
18,02,2025,Netherlands,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
24,02,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
24,02,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
06,02,2025,AUS,CPF Australia Pty Ltd.,Minced ND+หมาล่า,Cooked Minced ND No Egg หมาล่า,300g*8,BK,หมาล่า,300,2400,8.0,
,02,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,4897,117528,24.0,
18,02,2025,Denmark,CPF DENMARK,Wonton ND+V+TY,Cooked Wonton,309g*8,M,TYANSSG+CM,3500,28000,8.0,
19,02,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
,02,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,2270,54480,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,778,18672,24.0,
03,02,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",Wonton+TY,Cooked Wonton,147g*6c*6in,M,TYEXSG+CO,798,28728,36.0,
03,02,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,300,10800,36.0,
13,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,663,23868,36.0,
13,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
13,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,460,16560,36.0,
14,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,767,27612,36.0,
05,02,2025,SG,CPI SINGAPORE,R-Wonton egg past,Raw Wonton,204g*20in,S,sesame 30g,1200,24000,20.0,
05,03,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
11,02,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,1400,11200,8.0,
25,02,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,1400,11200,8.0,
14,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,25,900,36.0,
14,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
20,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
20,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
21,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
28,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,37,1332,36.0,
28,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,755,27180,36.0,
28,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
28,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,321,11556,36.0,
08,02,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,02,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,378,4536,12.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,471,16956,36.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
04,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
05,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
11,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,293,10548,36.0,
19,03,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2558,30696,12.0,
,02,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,4000,96000,24.0,
,02,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,158,1896,12.0,
,02,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,616,7392,12.0,
,02,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,3750,90000,24.0,
,02,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,1111,13332,12.0,
11,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,499,17964,36.0,
28,02,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,460,16560,36.0,
25,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,155,5580,36.0,
27,02,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
06,03,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
06,03,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
28,02,2025,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,278,11120,40.0,
28,02,2025,HK,CPM Hongkong,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,300,5400,18.0,
17,02,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,922,9220,10.0,
17,02,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,226,2260,10.0,
28,02,2025,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,1100,44000,40.0,
05,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
05,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,281,10116,36.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,3885,93240,24.0,
17,02,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,908,9080,10.0,
28,02,2025,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,246,9840,40.0,
03,03,2025,Netherlands,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,2157,51768,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,417,10008,24.0,
05,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1007,36252,36.0,
07,03,2025,USA,"Bellisio Foods, Inc.",Minced ND+V,Cooked Wonton,308g*4c*6in,BK,Y3,200,4800,24.0,
19,03,2025,USA,"Bellisio Foods, Inc.",Minced ND+V,Cooked Wonton,308g*4c*6in,BK,Y3,200,4800,24.0,
19,04,2025,USA,"Bellisio Foods, Inc.",Minced ND+V,Cooked Wonton,308g*4c*6in,BK,Y3,100,2400,24.0,
25,03,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
01,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
03,03,2025,UK,Westbridge Foods Limited,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
17,03,2025,UK,Westbridge Foods Limited,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
17,03,2025,Germany,CPF Distribution (under Paulsen Food),Minced ND+V+TY,Cooked Wonton,302g*12,BK,TYEXSG+CO,2278,27336,12.0,
28,02,2025,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,1600,28800,18.0,
05,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,900,21600,24.0,
05,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
07,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
19,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,700,16800,24.0,
10,03,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,421,16840,40.0,
18,03,2025,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,154g*20inner,S,ซุปซอง 5g.,500,10000,20.0,
13,03,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
18,03,2025,Malay,CPM Malaysia,Wonton,Cooked Wonton,145g*24,M,Regular,500,12000,24.0,
05,03,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,512,19800,38.671875,
07,03,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,500,19800,39.6,
19,03,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,300,19800,66.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,600,7200,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,250,3000,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,511,6132,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,115g*12,M,TYTB3C 30G,300,3600,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,1100,19800,18.0,
,02,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,800,19200,24.0,
,03,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,3200,76800,24.0,
,02,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,700,8400,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,750,9000,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,12,144,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,3500,42000,12.0,
,03,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,4256,102144,24.0,
,03,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,5744,137856,24.0,
,04,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,104,2496,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,3763,90312,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,1058,25392,24.0,
20,03,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
01,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,500,6000,12.0,
03,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
05,03,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,200,2000,10.0,
06,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
19,03,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,453,5436,12.0,
10,03,2025,SG,CPI SINGAPORE,R-Wonton egg past,Raw Wonton,154g*20in,S,ซุปซอง 5g.,1000,20000,20.0,
10,03,2025,SG,CPI SINGAPORE,R-Wonton egg past,Raw Wonton,194g*20in,JB,ซุปซอง 5g.,993,19860,20.0,
12,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
12,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
12,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
22,04,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
10,03,2025,SG,CPI SINGAPORE,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,500,12000,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,6,144,24.0,
19,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,3304.625,26437,8.0,
02,04,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
02,04,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,155,3720,24.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,3328,39936,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,6472,77664,12.0,
10,03,2025,SG,CPI SINGAPORE,R-Wonton egg past,Raw Wonton,194g*20in,JB,ซุปซอง 5g.,7,140,20.0,
24,03,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,1434,14340,10.0,
10,03,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,1203,48120,40.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,11831,141972,12.0,
02,04,2025,HK,CPM Hongkong,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,250,4500,18.0,
02,04,2025,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,1650,29700,18.0,
07,04,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
18,03,2025,Malay,CPM Malaysia,Wonton+TY,Cooked Wonton,115g*24,M,TYTB3C 30G,1150,27600,24.0,
02,04,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
02,04,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
19,04,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,47,564,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,360,4320,12.0,
24,03,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,622,6220,10.0,
18,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,307,11052,36.0,
18,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
18,03,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
02,04,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,352,12672,36.0,
19,03,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,195.375,1563,8.0,
20,03,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,115g*12,M,TYTB3C 30G,400,4800,12.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,750,13500,18.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,500,9000,18.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,933,16794,18.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,300,3600,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,12,144,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,1000,12000,12.0,
21,03,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton,Cooked Wonton,145g*24,M,Regular,100,2400,24.0,
,04,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,1495,35880,24.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,400,4800,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,950,11400,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,700,8400,12.0,
21,03,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,100,2400,24.0,
,04,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,4700,112800,24.0,
01,04,2025,Korea,Emart,Wonton ND,Cooked Wonton,239g*6c*6in,M,Regular,874,31464,36.0,
17,03,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,42,504,12.0,
03,04,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
02,04,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,545,13080,24.0,
,04,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,2520,60480,24.0,
,03,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,2946,70704,24.0,
,04,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,793,19032,24.0,
02,04,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*6c*6,BK,Regular,300,19800,66.0,
02,04,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*6c*6,BK,Regular,450,19800,44.0,
03,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
25,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,211,2532,12.0,
27,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,04,2025,ขายภายใน,ซีพีเอฟ เทรดดิ้ง,R-Wonton egg past,Raw Wonton,600g.*8 packs,M,,200,1600,8.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,177,2124,12.0,
27,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
07,04,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
03,04,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,889,32004,36.0,
31,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,732,5856,8.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,49,588,12.0,
03,04,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,399,14364,36.0,
03,04,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
03,04,2025,New Zealand,Lim Brothers,Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,864,6912,8.0,
31,03,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,676,5408,8.0,
03,04,2025,New Zealand,Lim Brothers,C-Minced WT in tray no egg,Cooked Wonton,117*2tray*8in,BK,Sesame 15g,372,5952,16.0,
03,04,2025,New Zealand,Lim Brothers,Minced ND+Kee Mao,Cooked Wonton,219g*8,BK,Kee Mao 50G.,150,1200,8.0,
03,04,2025,New Zealand,Lim Brothers,Wonton ND+V,Cooked Wonton,305g*8,HC,Regular,1296,10368,8.0,
10,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
17,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
08,04,2025,UK,Westbridge Foods Limited,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
08,04,2025,Netherlands,Westbridge Foods Limited,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
03,04,2025,New Zealand,Lim Brothers,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,756,6048,8.0,
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,588,23520,40.0,
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,700,7000,10.0,
